province;red;green;blue;x;x
2227;127;162;129;x;x
2228;126;60;199;x;x
2229;88;15;131;x;x
2230;172;45;207;x;x
2231;3;195;135;x;x
2232;86;123;226;x;x
2233;4;111;205;x;x
2234;169;63;177;x;x
2235;169;18;147;x;x
2236;128;195;209;x;x
2237;86;117;141;x;x
2238;128;186;214;x;x
2239;85;207;201;x;x
2240;44;138;193;x;x
2241;49;153;203;x;x
2242;171;189;192;x;x
2243;169;132;137;x;x
2244;129;18;199;x;x
2245;126;108;44;x;x
2246;89;102;136;x;x
2247;4;132;215;x;x
2248;132;48;224;x;x
2249;46;60;203;x;x
2250;131;6;149;x;x
2251;86;15;221;x;x
2252;127;201;129;x;x
2253;128;150;224;x;x
2254;127;147;149;x;x
2255;170;12;172;x;x
2256;47;93;183;x;x
2257;87;186;211;x;x
2258;168;117;202;x;x
2259;128;153;189;x;x
2260;130;132;144;x;x
2261;43;72;143;x;x
2262;2;105;210;x;x
2263;89;30;166;x;x
2264;48;150;183;x;x
2265;131;210;154;x;x
2266;85;195;141;x;x
2267;131;30;179;x;x
2268;131;159;139;x;x
2269;48;99;223;x;x
2270;170;57;202;x;x
2271;129;90;169;x;x
2272;86;195;196;x;x
2273;4;108;195;x;x
2274;175;54;222;x;x
2275;90;63;191;x;x
2276;172;183;172;x;x
2277;44;45;213;x;x
2278;4;69;140;x;x
2279;2;156;225;x;x
2280;48;12;218;x;x
2281;173;129;147;x;x
2282;44;123;213;x;x
2283;88;204;211;x;x
2284;85;36;166;x;x
2285;130;30;169;x;x
2286;127;78;199;x;x
2287;172;201;162;x;x
2288;44;57;173;x;x
2289;46;18;138;x;x
2290;174;18;132;x;x
2291;85;6;216;x;x
2292;44;210;163;x;x
2293;172;54;202;x;x
2294;89;96;206;x;x
2295;47;111;173;x;x
2296;48;135;158;x;x
2297;173;123;217;x;x
2298;47;45;133;x;x
2299;91;147;131;x;x
2300;43;51;188;x;x
2301;130;54;144;x;x
2302;43;57;218;x;x
2303;129;6;139;x;x
2304;43;69;178;x;x
2305;4;144;175;x;x
2306;4;174;180;x;x
2307;169;195;212;x;x
2308;43;96;218;x;x
2309;131;195;129;x;x
2310;85;138;196;x;x
2311;5;27;130;x;x
2312;44;51;143;x;x
2313;169;36;192;x;x
2314;7;75;190;x;x
2315;6;147;160;x;x
2316;49;189;138;x;x
2317;89;135;161;x;x
2318;88;144;201;x;x
2319;171;15;192;x;x
2320;44;117;183;x;x
2321;88;177;216;x;x
2322;1;180;190;x;x
2323;5;3;155;x;x
2324;5;192;135;x;x
2325;4;183;130;x;x
2326;85;150;211;x;x
2327;6;198;220;x;x
2328;4;171;170;x;x
2329;87;42;161;x;x
2330;130;168;134;x;x
2331;131;147;179;x;x
2332;5;39;145;x;x
2333;2;3;135;x;x
2334;127;201;79;x;x
2335;45;129;153;x;x
2336;130;195;219;x;x
2337;85;180;161;x;x
2338;45;45;223;x;x
2339;5;42;210;x;x
2340;170;150;182;x;x
2341;6;162;185;x;x
2342;88;99;216;x;x
2343;5;81;210;x;x
2344;90;132;151;x;x
2345;5;195;200;x;x
2346;0;195;215;x;x
2347;130;6;194;x;x
2348;3;75;215;x;x
2349;88;3;171;x;x
2350;86;129;156;x;x
2351;133;186;144;x;x
2352;86;9;136;x;x
2353;128;81;219;x;x
2354;43;108;133;x;x
2355;129;57;154;x;x
2356;4;162;220;x;x
2357;44;84;213;x;x
2358;45;102;213;x;x
2359;130;9;159;x;x
2360;2;150;195;x;x
2361;129;87;204;x;x
2362;170;54;192;x;x
2363;44;105;223;x;x
2364;172;36;212;x;x
2365;6;153;190;x;x
2366;126;45;219;x;x
2367;48;0;158;x;x
2368;49;156;168;x;x
2369;44;69;133;x;x
2370;89;12;176;x;x
2371;90;48;166;x;x
2372;47;30;153;x;x
2373;132;51;144;x;x
2374;89;48;211;x;x
2375;45;204;143;x;x
2376;91;177;136;x;x
2377;87;159;171;x;x
2378;4;9;130;x;x
2379;44;165;133;x;x
2380;47;84;133;x;x
2381;85;135;131;x;x
2382;90;27;156;x;x
2383;132;138;194;x;x
2384;6;27;185;x;x
2385;174;171;222;x;x
2386;89;138;171;x;x
2387;48;201;143;x;x
2388;128;159;219;x;x
2389;89;138;226;x;x
2390;173;18;222;x;x
2391;170;204;162;x;x
2392;48;87;208;x;x
2393;129;204;159;x;x
2394;46;162;178;x;x
2395;174;210;222;x;x
2396;47;186;163;x;x
2397;171;93;147;x;x
2398;45;147;198;x;x
2399;1;93;195;x;x
2400;90;33;141;x;x
2401;171;171;202;x;x
2402;131;84;204;x;x
2403;174;72;212;x;x
2404;1;96;160;x;x
2405;1;6;145;x;x
2406;89;144;156;x;x
2407;127;192;134;x;x
2408;129;114;144;x;x
2409;43;21;183;x;x
2410;87;156;151;x;x
2411;5;129;205;x;x
2412;172;12;137;x;x
2413;169;57;147;x;x
2414;129;198;129;x;x
2415;169;189;227;x;x
2416;174;132;167;x;x
2417;169;153;192;x;x
2418;90;186;131;x;x
2419;88;66;146;x;x
2420;172;144;217;x;x
2421;88;183;146;x;x
2422;171;15;147;x;x
2423;129;105;149;x;x
2424;128;39;154;x;x
2425;88;33;176;x;x
2426;3;18;170;x;x
2427;5;84;175;x;x
2428;131;66;214;x;x
2429;129;165;159;x;x
2430;89;69;166;x;x
2431;130;63;139;x;x
2432;85;105;226;x;x
2433;4;45;220;x;x
2434;173;21;142;x;x
2435;6;21;155;x;x
2436;168;0;147;x;x
2437;173;15;212;x;x
2438;171;135;212;x;x
2439;131;210;209;x;x
2440;5;69;150;x;x
2441;87;135;141;x;x
2442;131;186;179;x;x
2443;128;27;139;x;x
2444;173;162;217;x;x
2445;129;174;154;x;x
2446;46;48;143;x;x
2447;175;87;192;x;x
2448;48;18;148;x;x
2449;44;75;218;x;x
2450;85;69;191;x;x
2451;129;33;179;x;x
2452;172;147;182;x;x
2453;3;126;130;x;x
2454;6;42;165;x;x
2455;170;30;217;x;x
2456;168;30;152;x;x
2457;128;135;199;x;x
2458;42;150;143;x;x
2459;172;72;147;x;x
2460;129;210;189;x;x
2461;44;150;153;x;x
2462;88;129;221;x;x
2463;133;183;179;x;x
2464;129;0;154;x;x
2465;171;51;182;x;x
2466;130;198;139;x;x
2467;86;138;151;x;x
2468;3;123;165;x;x
2469;47;18;193;x;x
2470;86;198;216;x;x
2471;128;114;189;x;x
2472;3;9;175;x;x
2473;47;51;218;x;x
2474;85;33;156;x;x
2475;173;24;207;x;x
2476;90;24;191;x;x
2477;2;108;175;x;x
2478;46;3;158;x;x
2479;174;189;167;x;x
2480;87;81;216;x;x
2481;170;18;202;x;x
2482;86;48;191;x;x
2483;89;171;196;x;x
2484;47;102;178;x;x
2485;126;156;144;x;x
2486;3;3;190;x;x
2487;132;171;209;x;x
2488;47;117;203;x;x
2489;48;126;208;x;x
2490;1;114;205;x;x
2491;3;90;140;x;x
2492;127;54;169;x;x
2493;170;78;212;x;x
2494;1;144;210;x;x
2495;86;180;171;x;x
2496;87;96;141;x;x
2497;6;177;210;x;x
2498;173;24;152;x;x
2499;172;210;212;x;x
2500;129;81;174;x;x
2501;169;66;142;x;x
2502;171;87;217;x;x
2503;175;174;142;x;x
2504;173;36;167;x;x
2505;4;39;135;x;x
2506;132;36;164;x;x
2507;2;135;215;x;x
2508;175;204;147;x;x
2509;43;198;148;x;x
2510;3;150;150;x;x
2511;132;108;189;x;x
2512;174;24;162;x;x
2513;45;108;198;x;x
2514;169;165;207;x;x
2515;87;126;201;x;x
2516;0;111;130;x;x
2517;133;189;209;x;x
2518;44;183;178;x;x
2519;2;45;155;x;x
2520;4;48;130;x;x
2521;43;93;153;x;x
2522;128;108;159;x;x
2523;85;174;131;x;x
2524;89;54;141;x;x
2525;42;0;218;x;x
2526;85;120;151;x;x
2527;129;24;184;x;x
2528;0;18;150;x;x
2529;45;189;163;x;x
2530;2;30;175;x;x
2531;171;126;217;x;x
2532;90;168;186;x;x
2533;87;132;176;x;x
2534;86;150;166;x;x
2535;85;153;176;x;x
2536;5;207;160;x;x
2537;173;21;187;x;x
2538;5;63;220;x;x
2539;90;129;186;x;x
2540;86;81;161;x;x
2541;6;114;190;x;x
2542;6;201;185;x;x
2543;4;87;130;x;x
2544;86;144;136;x;x
2545;49;90;128;x;x
2546;90;153;206;x;x
2547;174;57;132;x;x
2548;2;66;210;x;x
2549;86;12;201;x;x
2550;171;9;217;x;x
2551;171;72;192;x;x
2552;129;174;209;x;x
2553;42;6;98;x;x
2554;44;3;148;x;x
2555;45;99;148;x;x
2556;48;42;178;x;x
2557;126;75;224;x;x
2558;128;9;194;x;x
2559;47;12;163;x;x
2560;127;57;189;x;x
2561;88;117;206;x;x
2562;130;108;224;x;x
2563;3;69;130;x;x
2564;46;126;198;x;x
2565;3;204;130;x;x
2566;5;174;190;x;x
2567;127;108;149;x;x
2568;130;102;139;x;x
2569;43;66;8;x;x
2570;89;99;226;x;x
2571;5;21;200;x;x
2572;90;141;146;x;x
2573;170;111;182;x;x
2574;175;180;172;x;x
2575;130;45;149;x;x
2576;0;126;210;x;x
2577;131;189;144;x;x
2578;2;105;165;x;x
2579;1;201;200;x;x
2580;6;48;195;x;x
2581;173;72;202;x;x
2582;89;21;171;x;x
2583;46;33;218;x;x
2584;90;90;131;x;x
2585;170;99;222;x;x
2586;46;12;208;x;x
2587;132;186;189;x;x
2588;3;84;210;x;x
2589;44;168;198;x;x
2590;168;120;167;x;x
2591;127;60;154;x;x
2592;48;123;143;x;x
2593;129;9;204;x;x
2594;3;183;175;x;x
2595;127;84;174;x;x
2596;43;27;213;x;x
2597;45;72;208;x;x
2598;5;12;150;x;x
2599;130;90;179;x;x
2600;3;171;160;x;x
2601;84;87;76;x;x
2602;87;153;186;x;x
2603;127;69;149;x;x
2604;46;24;168;x;x
2605;88;123;136;x;x
2606;7;105;195;x;x
2607;89;57;206;x;x
2608;174;159;162;x;x
2609;86;201;226;x;x
2610;42;69;223;x;x
2611;6;165;150;x;x
2612;1;153;150;x;x
2613;2;69;175;x;x
2614;45;15;163;x;x
2615;173;153;222;x;x
2616;88;12;166;x;x
2617;42;180;148;x;x
2618;128;9;149;x;x
2619;90;15;196;x;x
2620;86;45;171;x;x
2621;126;69;194;x;x
2622;174;135;132;x;x
2623;172;150;147;x;x
2624;1;21;170;x;x
2625;43;177;138;x;x
2626;174;192;132;x;x
2627;87;12;211;x;x
2628;169;9;152;x;x
2629;91;114;161;x;x
2630;132;33;199;x;x
2631;5;51;205;x;x
2632;131;153;164;x;x
2633;131;165;224;x;x
2634;46;12;153;x;x
2635;87;57;141;x;x
2636;85;183;181;x;x
2637;129;63;184;x;x
2638;42;36;153;x;x
2639;133;135;129;x;x
2640;129;78;209;x;x
2641;5;159;210;x;x
2642;48;24;133;x;x
2643;85;0;81;x;x
2644;127;72;214;x;x
2645;6;105;140;x;x
2646;172;168;192;x;x
2647;130;15;189;x;x
2648;88;201;191;x;x
2649;89;102;191;x;x
2650;90;3;181;x;x
2651;85;159;206;x;x
2652;88;30;156;x;x
2653;91;75;161;x;x
2654;5;24;165;x;x
2655;172;210;157;x;x
2656;91;12;186;x;x
2657;47;84;188;x;x
2658;3;96;170;x;x
2659;42;42;33;x;x
2660;2;186;130;x;x
2661;43;102;98;x;x
2662;46;3;213;x;x
2663;172;27;162;x;x
2664;88;96;151;x;x
2665;48;207;128;x;x
2666;1;135;160;x;x
2667;173;0;132;x;x
2668;130;9;214;x;x
2669;1;207;185;x;x
2670;43;195;128;x;x
2671;4;147;195;x;x
2672;91;15;151;x;x
2673;129;42;174;x;x
2674;6;123;130;x;x
2675;128;105;194;x;x
2676;5;135;135;x;x
2677;4;180;165;x;x
2678;86;99;151;x;x
2679;48;183;153;x;x
2680;44;15;208;x;x
2681;169;45;187;x;x
2682;86;159;161;x;x
2683;174;81;207;x;x
2684;173;66;172;x;x
2685;48;105;198;x;x
2686;88;78;206;x;x
2687;129;12;169;x;x
2688;87;189;221;x;x
2689;169;42;222;x;x
2690;170;0;157;x;x
2691;168;33;217;x;x
2692;90;6;201;x;x
2693;45;21;148;x;x
2694;44;159;148;x;x
2695;0;192;150;x;x
2696;3;135;225;x;x
2697;173;111;157;x;x
2698;85;9;181;x;x
2699;173;84;162;x;x
2700;85;108;191;x;x
2701;127;30;149;x;x
2702;87;171;131;x;x
2703;170;63;187;x;x
2704;87;105;191;x;x
2705;47;57;193;x;x
2706;47;114;138;x;x
2707;172;102;152;x;x
2708;48;42;223;x;x
2709;130;51;179;x;x
2710;132;177;194;x;x
2711;133;129;199;x;x
2712;174;45;172;x;x
2713;17;40;240;x;x
2714;46;21;203;x;x
2715;172;204;227;x;x
2716;84;21;186;x;x
2717;168;180;177;x;x
2718;168;90;162;x;x
2719;1;42;180;x;x
2720;170;114;147;x;x
2721;127;102;219;x;x
2722;1;75;150;x;x
2723;45;114;128;x;x
2724;45;24;158;x;x
2725;89;81;181;x;x
2726;172;186;182;x;x
2727;45;201;178;x;x
2728;130;126;214;x;x
2729;42;6;148;x;x
2730;48;117;213;x;x
2731;44;24;203;x;x
2732;129;183;204;x;x
2733;46;132;128;x;x
2734;168;210;182;x;x
2735;5;57;135;x;x
2736;5;108;150;x;x
2737;86;105;181;x;x
2738;1;138;225;x;x
2739;48;60;168;x;x
2740;128;120;219;x;x
2741;47;138;213;x;x
2742;44;36;163;x;x
2743;129;111;179;x;x
2744;44;93;163;x;x
2745;85;93;211;x;x
2746;5;0;190;x;x
2747;126;78;39;x;x
2748;49;159;133;x;x
2749;44;18;173;x;x
2750;43;78;173;x;x
2751;169;3;222;x;x
2752;2;72;195;x;x
2753;127;0;144;x;x
2754;46;63;168;x;x
2755;173;105;172;x;x
2756;44;129;198;x;x
2757;5;3;210;x;x
2758;3;30;130;x;x
2759;172;126;227;x;x
2760;47;21;213;x;x
2761;43;180;203;x;x
2762;47;135;148;x;x
2763;127;84;129;x;x
2764;175;111;167;x;x
2765;42;54;198;x;x
2766;45;168;153;x;x
2767;46;156;203;x;x
2768;3;21;135;x;x
2769;171;57;212;x;x
2770;131;6;204;x;x
2771;1;207;80;x;x
2772;89;192;151;x;x
2773;88;0;151;x;x
2774;169;168;172;x;x
2775;2;189;195;x;x
2776;88;6;136;x;x
2777;47;201;188;x;x
2778;7;159;175;x;x
2779;128;162;184;x;x
2780;170;132;192;x;x
2781;5;9;140;x;x
2782;89;111;186;x;x
2783;0;138;170;x;x
2784;131;33;189;x;x
2785;129;57;199;x;x
2786;46;105;133;x;x
2787;3;210;160;x;x
2788;168;183;142;x;x
2789;89;129;176;x;x
2790;172;63;152;x;x
2791;129;150;134;x;x
2792;86;138;206;x;x
2793;127;141;174;x;x
2794;91;144;166;x;x
2795;129;153;144;x;x
2796;84;177;91;x;x
2797;89;135;206;x;x
2798;132;195;184;x;x
2799;168;54;227;x;x
2800;129;54;134;x;x
2801;3;93;205;x;x
2802;1;207;130;x;x
2803;1;186;175;x;x
2804;172;93;157;x;x
2805;49;183;208;x;x
2806;1;141;190;x;x
2807;173;15;157;x;x
2808;89;201;146;x;x
2809;4;168;205;x;x
2810;90;33;186;x;x
2811;88;150;131;x;x
2812;6;0;200;x;x
2813;3;159;145;x;x
2814;131;69;179;x;x
2815;3;6;155;x;x
2816;87;165;146;x;x
2817;43;132;153;x;x
2818;169;84;187;x;x
2819;130;27;204;x;x
2820;87;126;146;x;x
2821;85;189;211;x;x
2822;172;138;187;x;x
2823;169;36;137;x;x
2824;85;210;221;x;x
2825;84;168;146;x;x
2826;129;138;219;x;x
2827;174;207;157;x;x
2828;89;111;131;x;x
2829;84;54;156;x;x
2830;47;174;148;x;x
2831;174;84;172;x;x
2832;128;171;134;x;x
2833;88;165;156;x;x
2834;88;18;196;x;x
2835;86;15;166;x;x
2836;46;201;133;x;x
2837;129;84;139;x;x
2838;128;39;199;x;x
2839;91;51;186;x;x
2840;45;126;188;x;x
2841;85;162;171;x;x
2842;85;78;186;x;x
2843;173;102;207;x;x
2844;85;150;156;x;x
2845;85;75;221;x;x
2846;43;39;173;x;x
2847;91;108;131;x;x
2848;128;78;154;x;x
2849;84;90;41;x;x
2850;89;6;191;x;x
2851;175;141;172;x;x
2852;45;27;178;x;x
2853;43;15;153;x;x
2854;88;108;211;x;x
2855;89;3;226;x;x
2856;46;132;173;x;x
2857;170;60;222;x;x
2858;130;189;189;x;x
2859;47;9;198;x;x
2860;3;114;215;x;x
2861;129;36;144;x;x
2862;89;105;201;x;x
2863;128;132;134;x;x
2864;85;33;201;x;x
2865;172;69;182;x;x
2866;127;42;209;x;x
2867;0;81;225;x;x
2868;4;156;190;x;x
2869;3;63;200;x;x
2870;44;93;208;x;x
2871;174;144;182;x;x
2872;127;45;174;x;x
2873;47;123;188;x;x
2874;87;105;136;x;x
2875;87;144;191;x;x
2876;173;105;227;x;x
2877;44;174;128;x;x
2878;89;0;161;x;x
2879;131;93;199;x;x
2880;6;0;145;x;x
2881;132;198;204;x;x
2882;173;171;212;x;x
2883;6;207;215;x;x
2884;90;189;196;x;x
2885;169;12;162;x;x
2886;174;66;227;x;x
2887;130;168;179;x;x
2888;86;147;201;x;x
2889;87;3;216;x;x
2890;173;114;222;x;x
2891;2;99;180;x;x
2892;171;81;132;x;x
2893;3;144;220;x;x
2894;168;201;187;x;x
2895;172;15;202;x;x
2896;3;81;145;x;x
2897;43;18;218;x;x
2898;170;147;217;x;x
2899;46;57;138;x;x
2900;173;12;192;x;x
2901;5;66;185;x;x
2902;85;84;216;x;x
2903;174;195;142;x;x
2904;7;102;130;x;x
2905;90;162;156;x;x
2906;1;54;140;x;x
2907;45;120;158;x;x
2908;88;147;211;x;x
2909;89;69;221;x;x
2910;86;51;156;x;x
2911;48;129;173;x;x
2912;48;204;163;x;x
2913;174;93;222;x;x
2914;3;6;210;x;x
2915;130;87;214;x;x
2916;132;57;174;x;x
2917;2;144;165;x;x
2918;173;195;187;x;x
2919;44;198;203;x;x
2920;6;60;155;x;x
2921;126;48;34;x;x
2922;48;177;223;x;x
2923;172;18;167;x;x
2924;128;204;204;x;x
2925;4;111;160;x;x
2926;86;177;151;x;x
2927;5;6;220;x;x
2928;89;45;146;x;x
2929;42;120;138;x;x
2930;169;12;217;x;x
2931;168;48;197;x;x
2932;89;18;206;x;x
2933;170;153;147;x;x
2934;48;30;163;x;x
2935;131;180;149;x;x
2936;169;147;162;x;x
2937;48;48;153;x;x
2938;175;177;207;x;x
2939;173;210;167;x;x
2940;44;120;148;x;x
2941;87;9;146;x;x
2942;174;141;217;x;x
2943;128;66;139;x;x
2944;86;165;191;x;x
2945;132;114;164;x;x
2946;44;9;178;x;x
2947;132;168;199;x;x
2948;173;117;132;x;x
2949;173;204;137;x;x
2950;170;144;152;x;x
2951;4;96;180;x;x
2952;89;210;196;x;x
2953;7;12;215;x;x
2954;6;195;155;x;x
2955;4;207;205;x;x
2956;43;12;188;x;x
2957;88;75;141;x;x
2958;6;18;190;x;x
2959;132;69;134;x;x
2960;45;111;208;x;x
2961;3;201;165;x;x
2962;85;117;186;x;x
2963;129;21;219;x;x
2964;172;30;227;x;x
2965;172;93;202;x;x
2966;89;63;136;x;x
2967;49;210;148;x;x
2968;128;57;144;x;x
2969;47;198;223;x;x
2970;5;39;190;x;x
2971;175;120;162;x;x
2972;168;84;132;x;x
2973;46;27;133;x;x
2974;4;48;185;x;x
2975;3;165;130;x;x
2976;45;201;223;x;x
2977;169;159;177;x;x
2978;88;177;171;x;x
2979;84;147;136;x;x
2980;48;147;218;x;x
2981;5;192;180;x;x
2982;132;72;199;x;x
2983;169;51;217;x;x
2984;175;147;202;x;x
2985;47;15;128;x;x
2986;4;198;210;x;x
2987;2;93;150;x;x
2988;1;87;210;x;x
2989;128;180;129;x;x
2990;3;186;185;x;x
2991;1;39;215;x;x
2992;132;165;179;x;x
2993;85;60;196;x;x
2994;89;75;196;x;x
2995;169;183;197;x;x
2996;48;9;208;x;x
2997;85;72;156;x;x
2998;175;207;212;x;x
2999;47;24;223;x;x
3000;126;99;199;x;x
3001;90;57;216;x;x
3002;6;135;145;x;x
3003;0;102;135;x;x
3004;173;9;227;x;x
3005;86;60;151;x;x
3006;84;198;151;x;x
3007;6;36;135;x;x
3008;174;201;227;x;x
3009;89;27;201;x;x
3010;87;75;186;x;x
3011;2;153;160;x;x
3012;173;138;142;x;x
3013;171;3;132;x;x
3014;6;210;135;x;x
3015;1;177;180;x;x
3016;174;78;142;x;x
3017;6;204;150;x;x
3018;128;156;209;x;x
3019;131;96;164;x;x
3020;133;3;149;x;x
3021;170;81;177;x;x
3022;43;6;203;x;x
3023;49;177;178;x;x
3024;130;204;169;x;x
3025;172;129;192;x;x
3026;169;69;207;x;x
3027;2;33;140;x;x
3028;42;63;193;x;x
3029;173;87;182;x;x
3030;168;114;137;x;x
3031;170;54;137;x;x
3032;48;168;173;x;x
3033;43;189;198;x;x
3034;129;60;164;x;x
3035;90;30;176;x;x
3036;88;198;226;x;x
3037;168;3;212;x;x
3038;85;96;131;x;x
3039;0;15;185;x;x
3040;46;135;138;x;x
3041;86;84;171;x;x
3042;45;144;133;x;x
3043;3;105;220;x;x
3044;130;129;179;x;x
3045;174;186;202;x;x
3046;0;201;95;x;x
3047;87;18;141;x;x
3048;171;39;167;x;x
3049;45;24;213;x;x
3050;1;18;205;x;x
3051;127;81;209;x;x
3052;5;183;185;x;x
3053;5;33;160;x;x
3054;2;75;160;x;x
3055;173;150;157;x;x
3056;45;117;138;x;x
3057;44;207;198;x;x
3058;44;39;128;x;x
3059;172;57;222;x;x
3060;89;141;191;x;x
3061;45;165;188;x;x
3062;1;27;200;x;x
3063;49;147;173;x;x
3064;7;135;200;x;x
3065;5;96;135;x;x
3066;88;186;166;x;x
3067;174;159;207;x;x
3068;3;63;155;x;x
3069;169;78;157;x;x
3070;171;90;182;x;x
3071;4;15;160;x;x
3072;127;120;164;x;x
3073;171;198;142;x;x
3074;132;96;174;x;x
3075;90;195;226;x;x
3076;130;162;149;x;x
3077;87;192;186;x;x
3078;48;78;158;x;x
3079;3;39;180;x;x
3080;45;54;218;x;x
3081;47;144;198;x;x
3082;5;99;200;x;x
3083;173;51;192;x;x
3084;90;87;166;x;x
3085;48;27;198;x;x
3086;44;126;133;x;x
3087;48;45;143;x;x
3088;48;132;138;x;x
3089;88;204;156;x;x
3090;169;126;207;x;x
3091;6;153;135;x;x
3092;130;69;169;x;x
3093;4;165;185;x;x
3094;174;9;137;x;x
3095;44;42;148;x;x
3096;45;57;128;x;x
3097;45;90;153;x;x
3098;47;66;143;x;x
3099;171;117;222;x;x
3100;128;33;224;x;x
3101;128;129;169;x;x
3102;88;105;146;x;x
3103;132;132;209;x;x
3104;44;135;128;x;x
3105;131;96;219;x;x
3106;46;192;183;x;x
3107;173;144;227;x;x
3108;86;135;186;x;x
3109;86;198;161;x;x
3110;48;189;183;x;x
3111;48;96;203;x;x
3112;5;177;155;x;x
3113;48;108;218;x;x
3114;127;99;154;x;x
3115;88;207;221;x;x
3116;172;159;142;x;x
3117;2;6;200;x;x
3118;6;93;180;x;x
3119;87;6;226;x;x
3120;91;45;156;x;x
3121;2;81;135;x;x
3122;170;33;182;x;x
3123;86;78;196;x;x
3124;86;72;211;x;x
3125;89;9;156;x;x
3126;3;156;180;x;x
3127;3;210;215;x;x
3128;45;186;198;x;x
3129;43;168;143;x;x
3130;46;180;223;x;x
3131;172;63;197;x;x
3132;7;18;145;x;x
3133;7;201;140;x;x
3134;89;90;176;x;x
3135;131;99;184;x;x
3136;48;63;133;x;x
3137;171;174;167;x;x
3138;87;24;171;x;x
3139;84;12;191;x;x
3140;131;135;219;x;x
3141;2;60;180;x;x
3142;44;39;183;x;x
3143;172;183;217;x;x
3144;169;165;152;x;x
3145;128;126;204;x;x
3146;173;126;182;x;x
3147;44;66;168;x;x
3148;0;114;45;x;x
3149;132;75;164;x;x
3150;172;186;137;x;x
3151;89;141;136;x;x
3152;6;9;195;x;x
3153;44;12;143;x;x
3154;42;126;168;x;x
3155;47;174;203;x;x
3156;48;195;213;x;x
3157;90;114;206;x;x
3158;3;162;165;x;x
3159;86;189;166;x;x
3160;89;15;141;x;x
3161;89;42;181;x;x
3162;48;198;178;x;x
3163;132;48;179;x;x
3164;130;81;184;x;x
3165;3;93;160;x;x
3166;168;204;152;x;x
3167;133;39;184;x;x
3168;88;84;136;x;x
3169;171;198;187;x;x
3170;84;60;36;x;x
3171;127;141;219;x;x
3172;42;177;183;x;x
3173;46;189;173;x;x
3174;127;36;179;x;x
3175;89;72;131;x;x
3176;1;54;195;x;x
3177;90;3;136;x;x
3178;89;24;136;x;x
3179;43;75;208;x;x
3180;87;135;196;x;x
3181;43;108;178;x;x
3182;48;156;213;x;x
3183;43;66;213;x;x
3184;44;78;183;x;x
3185;91;84;156;x;x
3186;44;72;153;x;x
3187;171;144;162;x;x
3188;127;204;194;x;x
3189;172;81;142;x;x
3190;89;99;171;x;x
3191;45;51;153;x;x
3192;46;135;193;x;x
3193;2;132;150;x;x
3194;88;153;141;x;x
3195;130;144;159;x;x
3196;172;66;217;x;x
3197;88;87;201;x;x
3198;174;15;167;x;x
3199;90;111;141;x;x
3200;170;90;227;x;x
3201;5;90;205;x;x
3202;130;24;139;x;x
3203;46;39;193;x;x
3204;133;69;189;x;x
3205;126;129;204;x;x
3206;45;39;138;x;x
3207;46;84;178;x;x
3208;46;195;203;x;x
3209;42;39;218;x;x
3210;85;24;1;x;x
3211;132;201;169;x;x
3212;45;162;223;x;x
3213;2;129;185;x;x
3214;4;207;150;x;x
3215;85;60;91;x;x
3216;169;54;182;x;x
3217;6;51;160;x;x
3218;133;195;139;x;x
3219;85;111;156;x;x
3220;87;138;161;x;x
3221;131;54;199;x;x
3222;47;39;203;x;x
3223;3;177;190;x;x
3224;5;75;180;x;x
3225;43;141;203;x;x
3226;85;39;131;x;x
3227;3;126;175;x;x
3228;129;69;214;x;x
3229;171;210;202;x;x
3230;0;12;220;x;x
3231;90;123;156;x;x
3232;130;192;209;x;x
3233;84;195;186;x;x
3234;169;93;182;x;x
3235;170;6;142;x;x
3236;85;192;176;x;x
3237;86;36;176;x;x
3238;172;36;157;x;x
3239;44;162;168;x;x
3240;46;36;128;x;x
3241;88;189;131;x;x
3242;169;189;182;x;x
3243;4;24;155;x;x
3244;128;42;219;x;x
3245;88;63;181;x;x
3246;90;87;221;x;x
3247;4;78;190;x;x
3248;7;198;175;x;x
3249;47;90;163;x;x
3250;131;87;224;x;x
3251;44;180;158;x;x
3252;7;69;160;x;x
3253;129;183;149;x;x
3254;168;24;222;x;x
3255;43;30;178;x;x
3256;88;195;161;x;x
3257;2;201;210;x;x
3258;6;210;180;x;x
3259;6;3;165;x;x
3260;3;33;150;x;x
3261;126;12;149;x;x
3262;1;36;150;x;x
3263;127;33;214;x;x
3264;169;60;212;x;x
3265;45;36;173;x;x
3266;1;105;155;x;x
3267;171;66;207;x;x
3268;131;144;214;x;x
3269;47;75;138;x;x
3270;2;195;225;x;x
3271;49;117;168;x;x
3272;7;192;145;x;x
3273;44;123;168;x;x
3274;43;9;168;x;x
3275;170;57;157;x;x
3276;85;126;136;x;x
3277;173;63;207;x;x
3278;171;117;72;x;x
3279;45;123;73;x;x
3280;129;129;74;x;x
3281;3;135;75;x;x
3282;87;141;76;x;x
3283;171;147;77;x;x
3284;45;153;78;x;x
3285;129;159;79;x;x
3286;3;165;80;x;x
3287;87;171;81;x;x
3288;171;177;82;x;x
3289;45;183;83;x;x
3290;129;189;84;x;x
3291;3;195;85;x;x
3292;87;201;86;x;x
3293;171;207;87;x;x
3294;45;0;88;x;x
3295;129;6;89;x;x
3296;3;12;90;x;x
3297;87;18;91;x;x
3298;171;24;92;x;x
3299;45;30;93;x;x
3300;129;36;94;x;x
3301;3;42;95;x;x
